PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Ben Sauls,2574499,K,ATL,@IND,,,,,,,,,,,0.00,49,49,0.00,0.0
Spencer Shrader,2573175,K,IND,ATL,,,,,,,,,,,0.00,50,50,0.00,0.0
Joey Slye,2563132,K,TEN,Bye,,,,,,,,,,,,51,51,0.00,
Charlie Smyth,2572330,K,NO,@CAR,,,,,,,,,,,0.00,52,52,0.00,0.0
Andre Szmyt,2570470,K,CLE,@NYJ,,,,,,,,,,,0.00,53,53,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,55,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,56,56,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,57,57,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,58,0.00,
