PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Will Reichard,2572273,K,MIN,@DET,2.23,0.12,,0.36,0.48,0.48,0.36,,,0.06,7.93,18,44,0.00,-7.93
John Parker Romo,2569101,K,ATL,@NE,2.22,0.32,,0.32,0.63,0.32,0.32,,,,6.99,23,45,0.00,-6.99
Chad Ryland,2570125,K,ARI,@DAL,2.22,0.13,,0.39,0.52,0.52,0.33,,,0.07,8.09,15,46,0.00,-8.09
Jason Sanders,2561153,K,MIA,BAL,,,,,,,,,,,0.00,49,47,0.00,0.0
Cairo Santos,2550636,K,CHI,@CIN,2.07,0.07,,0.47,0.53,0.6,0.27,,,0.07,8.41,12,48,0.00,-8.41
Ben Sauls,2574499,K,ATL,@NE,,,,,,,,,,,0.00,50,49,0.00,0.0
Spencer Shrader,2573175,K,IND,@PIT,,,,,,,,,,,0.00,51,50,0.00,0.0
Joey Slye,2563132,K,TEN,LAC,1.66,0.11,,0.34,0.4,0.4,0.29,,,0.06,6.43,28,51,0.00,-6.43
Charlie Smyth,2572330,K,NO,@LAR,,,,,,,,,,,0.00,52,52,0.00,0.0
Andre Szmyt,2570470,K,CLE,Bye,,,,,,,,,,,,53,53,0.00,
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,55,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,56,56,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,57,57,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,58,0.00,
