PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Evan McPherson,2565953,K,CIN,@BUF,2.69,0.13,,0.38,0.5,0.5,0.31,,,0.06,8.30,12,37,0.00,-8.3
Harrison Mevis,2572932,K,LAR,@ARI,2.34,0.29,,0.29,0.58,0.58,0.29,,,,7.56,20,38,0.00,-7.56
Jake Moody,2570308,K,WAS,@MIN,2.64,0.12,,0.3,0.54,0.48,0.24,,,0.06,7.74,19,39,0.00,-7.74
Jason Myers,2553112,K,SEA,@ATL,2.17,0.13,,0.46,0.53,0.53,0.26,,,0.07,7.97,15,40,0.00,-7.97
Riley Patterson,2567013,K,MIA,@NYJ,2.54,0.2,,0.39,0.59,0.39,0.2,,,0.2,7.24,23,41,0.00,-7.24
Eddy Pineiro,2560842,K,SF,Bye,,,,,,,,,,,,48,42,0.00,
Matt Prater,2506677,K,BUF,CIN,2.82,0.26,,0.26,0.77,0.51,0.26,,,,8.47,7,43,0.00,-8.47
Will Reichard,2572273,K,MIN,WAS,2.21,0.12,,0.36,0.48,0.48,0.36,,,0.06,7.91,17,44,0.00,-7.91
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,49,45,0.00,
Chad Ryland,2570125,K,ARI,LAR,2,0.12,,0.35,0.47,0.47,0.29,,,0.06,7.25,22,46,0.00,-7.25
Jason Sanders,2561153,K,MIA,@NYJ,,,,,,,,,,,0.00,50,47,0.00,0.0
Cairo Santos,2550636,K,CHI,@GB,1.83,0.06,,0.41,0.47,0.53,0.24,,,0.06,7.43,21,48,0.00,-7.43
Ben Sauls,2574499,K,NYG,Bye,,,,,,,,,,,,51,49,0.00,
Spencer Shrader,2573175,K,IND,@JAX,,,,,,,,,,,0.00,52,50,0.00,0.0
Joey Slye,2563132,K,TEN,@CLE,1.57,0.11,,0.33,0.38,0.38,0.27,,,0.05,6.08,26,51,0.00,-6.08
Charlie Smyth,2572330,K,NO,@TB,1.22,0.15,,0.3,0.46,0.61,0.15,,,,5.94,27,52,0.00,-5.94
Andre Szmyt,2570470,K,CLE,TEN,,,,,,,,,,,0.00,53,53,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,55,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,56,56,0.00,
Cade York,2567487,K,NO,@TB,,,,,,,,,,,0.00,57,57,0.00,0.0
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,58,0.00,
