PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Chad Henne,252,QB,KC,BUF,,,,,,,,,,,,0.48,70,0.00,0.48,-0.48
Devlin Hodges,2563258,QB,FA,Bye,,,,,,,,,,,,,71,0.00,,
Brian Hoyer,81294,QB,NE,@HOU,,,,,,,,,,,,1.09,72,0.00,1.09,-1.09
Brett Hundley,2552588,QB,IND,@BAL,,,,,,,,,,,,0.71,73,0.00,0.71,-0.71
Tyler Huntley,2563560,QB,BAL,IND,,,,,,,,,,,,0.82,74,0.00,0.82,-0.82
Josh Johnson,264,QB,NYJ,@ATL,,,,,,,,,,,,0.00,75,0.00,0.0,0.0
Colin Kaepernick,2495186,QB,FA,Bye,,,,,,,,,,,,,76,0.00,,
Case Keenum,2532888,QB,CLE,@LAC,,,,,,,,,,,,0.41,77,0.00,0.41,-0.41
DeShone Kizer,2557983,QB,FA,Bye,,,,,,,,,,,,,78,0.00,,
Kyle Lauletta,2560786,QB,JAX,TEN,,,,,,,,,,,,0.00,79,0.00,0.0,0.0
Drew Lock,2562305,QB,DEN,@PIT,,,,,,,,,,,,0.64,80,0.00,0.64,-0.64
Jordan Love,2564007,QB,GB,@CIN,,,,,,,,,,,,1.23,81,0.00,1.23,-1.23
Jake Luton,2564205,QB,SEA,LA,,,,,,,,,,,,0.00,82,0.00,0.0,0.0
Sean Mannion,2552576,QB,MIN,DET,,,,,,,,,,,,0.44,83,0.00,0.44,-0.44
Marcus Mariota,2552466,QB,LV,CHI,,,,,,,,,,,,0.00,84,0.00,0.0,0.0
AJ McCarron,2543497,QB,ATL,NYJ,,,,,,,,,,,,,85,0.00,,
Josh McCown,2505076,QB,FA,Bye,,,,,,,,,,,,,86,0.00,,
Colt McCoy,497123,QB,ARI,SF,,,,,,,,,,,,0.38,87,0.00,0.38,-0.38
Cole McDonald,2564052,QB,FA,Bye,,,,,,,,,,,,,88,0.00,,
Alex McGough,2561148,QB,FA,Bye,,,,,,,,,,,,,89,0.00,,
Trace McSorley,2562403,QB,BAL,IND,,,,,,,,,,,,0.00,90,0.00,0.0,0.0
Gardner Minshew,2562796,QB,PHI,@CAR,,,,,,,,,,,,0.00,91,0.00,0.0,0.0
Kellen Mond,2566310,QB,MIN,DET,,,,,,,,,,,,0.00,92,0.00,0.0,0.0
Steven Montez,2565285,QB,DET,@MIN,,,,,,,,,,,,0.00,93,0.00,0.0,0.0
Matt Moore,2507282,QB,FA,Bye,,,,,,,,,,,,,94,0.00,,
James Morgan,2564805,QB,CAR,PHI,,,,,,,,,,,,0.00,95,0.00,0.0,0.0
Jalen Morton,2564013,QB,FA,Bye,,,,,,,,,,,,,96,0.00,,
Jamie Newman,2567058,QB,FA,Bye,,,,,,,,,,,,,97,0.00,,
Cam Newton,2495455,QB,FA,Bye,,,,,,,,,,,,,98,0.00,,
Bryce Perkins,2564382,QB,LA,@SEA,,,,,,,,,,,,0.00,99,0.00,0.0,0.0
Philip Rivers,2506121,QB,FA,Bye,,,,,,,,,,,,,100,0.00,,
Josh Rosen,2560858,QB,ATL,NYJ,,,,,,,,,,,,0.40,101,0.00,0.4,-0.4
Jake Rudock,2556232,QB,FA,Bye,,,,,,,,,,,,,102,0.00,,
Mason Rudolph,2560860,QB,PIT,DEN,,,,,,,,,,,,0.41,103,0.00,0.41,-0.41
Cooper Rush,2559242,QB,DAL,NYG,,,,,,,,,,,,0.69,104,0.00,0.69,-0.69
Brett Rypien,2562718,QB,DEN,@PIT,,,,,,,,,,,,0.00,105,0.00,0.0,0.0
Matt Schaub,2505982,QB,FA,Bye,,,,,,,,,,,,,106,0.00,,
Kyle Shurmur,2562731,QB,WAS,NO,,,,,,,,,,,,0.00,107,0.00,0.0,0.0
Trevor Siemian,2553457,QB,NO,@WAS,,,,,,,,,,,,0.68,108,0.00,0.68,-0.68
Reid Sinnett,2565255,QB,PHI,@CAR,,,,,,,,,,,,0.90,109,0.00,0.9,-0.9
Alex Smith,2506340,QB,FA,Bye,,,,,,,,,,,,,110,0.00,,
Nate Stanley,2564577,QB,MIN,DET,,,,,,,,,,,,,111,0.00,,
Drew Stanton,2495748,QB,FA,Bye,,,,,,,,,,,,,112,0.00,,
Tommy Stevens,2564697,QB,FA,Bye,,,,,,,,,,,,,113,0.00,,
Easton Stick,2562745,QB,LAC,CLE,,,,,,,,,,,,0.00,114,0.00,0.0,0.0
Jarrett Stidham,2562746,QB,NE,@HOU,,,,,,,,,,,,0.00,115,0.00,0.0,0.0
Chris Streveler,2563458,QB,ARI,SF,,,,,,,,,,,,0.00,116,0.00,0.0,0.0
Nate Sudfeld,2555427,QB,SF,@ARI,,,,,,,,,,,,1.15,117,0.00,1.15,-1.15
Tua Tagovailoa,2564499,QB,MIA,@TB,,,,,,,,,,,,0.00,118,0.00,0.0,0.0
Tyrod Taylor,2495240,QB,HOU,NE,,,,,,,,,,,,0.00,119,0.00,0.0,0.0
Clayton Thorson,2562762,QB,FA,Bye,,,,,,,,,,,,,120,0.00,,
Kyle Trask,2566571,QB,TB,MIA,,,,,,,,,,,,0.00,121,0.00,0.0,0.0
Mitchell Trubisky,2558008,QB,BUF,@KC,,,,,,,,,,,,0.46,122,0.00,0.46,-0.46
P.J. Walker,2558904,QB,CAR,PHI,,,,,,,,,,,,0.57,123,0.00,0.57,-0.57
Deshaun Watson,2558063,QB,HOU,NE,,,,,,,,,,,,0.00,124,0.00,0.0,0.0
Davis Webb,2557897,QB,BUF,@KC,,,,,,,,,,,,0.00,125,0.00,0.0,0.0
Mike White,2560929,QB,NYJ,@ATL,,,,,,,,,,,,0.53,126,0.00,0.53,-0.53
John Wolford,2561718,QB,LA,@SEA,,,,,,,,,,,,0.70,127,0.00,0.7,-0.7
Logan Woodside,2560942,QB,TEN,@JAX,,,,,,,,,,,,0.62,128,0.00,0.62,-0.62
