PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Wil Lutz,2556601,K,DEN,@NYJ,2.33,0.13,,0.45,0.52,0.45,0.39,,,0.06,8.41,12,31,0.00,-8.41
Jude McAtamney,2573503,K,NYG,PHI,2.24,0.28,,0.28,0.56,0.28,,,,0.28,4.76,29,32,0.00,-4.76
Chase McLaughlin,2563203,K,TB,SF,2.69,0.13,,0.38,0.51,0.51,0.38,,,,8.78,9,33,0.00,-8.78
Brandon McManus,2541556,K,GB,CIN,2.49,0.14,,0.48,0.55,0.55,0.35,,,,8.97,5,34,0.00,-8.97
Mark McNamee,2574637,K,GB,CIN,,,,,,,,,,,0.00,44,35,0.00,0.0
Evan McPherson,2565953,K,CIN,@GB,2.33,0.11,,0.33,0.43,0.43,0.27,,,0.05,7.19,23,36,0.00,-7.19
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,45,37,0.00,
Jake Moody,2570308,K,CHI,@WAS,,,,,,,,,,,0.00,46,38,0.00,0.0
Jason Myers,2553112,K,SEA,@JAX,2.04,0.12,,0.43,0.49,0.49,0.25,,,0.06,7.47,20,39,0.00,-7.47
Riley Patterson,2567013,K,MIA,LAC,2.46,0.19,,0.38,0.57,0.38,0.19,,,0.19,7.02,25,40,0.00,-7.02
Eddy Pineiro,2560842,K,SF,@TB,2.21,0.25,,0.25,0.74,0.49,0.25,,,,7.64,18,41,0.00,-7.64
Matt Prater,2506677,K,BUF,@ATL,2.97,0.27,,0.27,0.81,0.54,0.27,,,,8.91,7,42,0.00,-8.91
Will Reichard,2572273,K,MIN,Bye,,,,,,,,,,,,47,43,0.00,
John Parker Romo,2569101,K,ATL,BUF,2.32,0.33,,0.33,0.66,0.33,0.33,,,,7.27,22,44,0.00,-7.27
Chad Ryland,2570125,K,ARI,@IND,2.1,0.12,,0.37,0.49,0.49,0.31,,,0.06,7.65,17,45,0.00,-7.65
Jason Sanders,2561153,K,MIA,LAC,,,,,,,,,,,0.00,48,46,0.00,0.0
Cairo Santos,2550636,K,CHI,@WAS,1.94,0.06,,0.44,0.5,0.56,0.25,,,0.06,7.88,16,47,0.00,-7.88
Ben Sauls,2574499,K,ATL,BUF,,,,,,,,,,,0.00,49,48,0.00,0.0
Spencer Shrader,2573175,K,IND,ARI,,,,,,,,,,,0.00,50,49,0.00,0.0
Joey Slye,2563132,K,TEN,@LV,1.65,0.11,,0.34,0.4,0.4,0.28,,,0.06,6.37,28,50,0.00,-6.37
Charlie Smyth,2572330,K,NO,NE,,,,,,,,,,,0.00,51,51,0.00,0.0
Andre Szmyt,2570470,K,CLE,@PIT,,,,,,,,,,,0.00,52,52,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,53,53,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Matthew Wright,2562968,K,TEN,@LV,,,,,,,,,,,0.00,55,55,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,56,56,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,57,57,0.00,
