PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jude McAtamney,2573503,K,NYG,GB,,,,,,,,,,,0.00,45,33,0.00,0.0
Chase McLaughlin,2563203,K,TB,@BUF,2.63,0.13,,0.38,0.5,0.5,0.38,,,,8.65,9,34,0.00,-8.65
Brandon McManus,2541556,K,GB,@NYG,2.41,0.13,,0.47,0.54,0.54,0.33,,,,8.73,6,35,0.00,-8.73
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,,46,36,0.00,
Evan McPherson,2565953,K,CIN,@PIT,2.69,0.13,,0.38,0.5,0.5,0.31,,,0.06,8.30,16,37,0.00,-8.3
Harrison Mevis,2572932,K,LAR,SEA,2.08,0.26,,0.26,0.52,0.52,0.26,,,,6.76,27,38,0.00,-6.76
Jake Moody,2570308,K,CHI,@MIN,,,,,,,,,,,0.00,47,39,0.00,0.0
Jason Myers,2553112,K,SEA,@LAR,2.06,0.13,,0.44,0.5,0.5,0.25,,,0.06,7.55,23,40,0.00,-7.55
Riley Patterson,2567013,K,MIA,WAS,2.68,0.21,,0.41,0.62,0.41,0.21,,,0.21,7.62,22,41,0.00,-7.62
Eddy Pineiro,2560842,K,SF,@ARI,2.3,0.26,,0.26,0.77,0.51,0.26,,,,7.95,17,42,0.00,-7.95
Matt Prater,2506677,K,BUF,TB,2.99,0.27,,0.27,0.82,0.54,0.27,,,,8.96,5,43,0.00,-8.96
Will Reichard,2572273,K,MIN,CHI,2.42,0.13,,0.39,0.52,0.52,0.39,,,0.07,8.59,11,44,0.00,-8.59
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,48,45,0.00,
Chad Ryland,2570125,K,ARI,SF,2.13,0.13,,0.38,0.5,0.5,0.31,,,0.06,7.74,21,46,0.00,-7.74
Jason Sanders,2561153,K,MIA,WAS,,,,,,,,,,,0.00,49,47,0.00,0.0
Cairo Santos,2550636,K,CHI,@MIN,1.94,0.06,,0.44,0.5,0.56,0.25,,,0.06,7.88,18,48,0.00,-7.88
Ben Sauls,2574499,K,NYG,GB,,,,,,,,,,,0.00,50,49,0.00,0.0
Spencer Shrader,2573175,K,IND,Bye,,,,,,,,,,,,51,50,0.00,
Joey Slye,2563132,K,TEN,HOU,1.59,0.11,,0.33,0.38,0.38,0.27,,,0.05,6.10,28,51,0.00,-6.1
Charlie Smyth,2572330,K,NO,Bye,,,,,,,,,,,,52,52,0.00,
Andre Szmyt,2570470,K,CLE,BAL,,,,,,,,,,,0.00,53,53,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,55,0.00,
Matthew Wright,2562968,K,HOU,@TEN,,,,,,,,,,,0.00,56,56,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,57,57,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,58,0.00,
