PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,39,40,0.00,
Younghoe Koo,2559205,K,NYG,@PHI,,,,,,,,,,,0.00,40,41,0.00,0.0
Lenny Krieg,2573911,K,ATL,MIA,,,,,,,,,,,0.00,41,42,0.00,0.0
Cam Little,2572147,K,JAX,Bye,,,,,,,,,,,,42,43,0.00,
Jude McAtamney,2573503,K,NYG,@PHI,,,,,,,,,,,0.00,43,44,0.00,0.0
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,,44,45,0.00,
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,45,46,0.00,
Jake Moody,2570308,K,CHI,@BAL,,,,,,,,,,,0.00,46,47,0.00,0.0
Jason Myers,2553112,K,SEA,Bye,,,,,,,,,,,,47,48,0.00,
Chad Ryland,2570125,K,ARI,Bye,,,,,,,,,,,,48,49,0.00,
Jason Sanders,2561153,K,MIA,@ATL,,,,,,,,,,,0.00,49,50,0.00,0.0
Ben Sauls,2574499,K,ATL,MIA,,,,,,,,,,,0.00,50,51,0.00,0.0
Spencer Shrader,2573175,K,IND,TEN,,,,,,,,,,,0.00,51,52,0.00,0.0
Charlie Smyth,2572330,K,NO,TB,,,,,,,,,,,0.00,52,53,0.00,0.0
Andre Szmyt,2570470,K,CLE,@NE,,,,,,,,,,,0.00,53,54,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,55,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,56,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,57,57,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,58,0.00,
