PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jude McAtamney,2573503,K,NYG,@DET,,,,,,,,,,,0.00,42,33,0.00,0.0
Chase McLaughlin,2563203,K,TB,@LAR,2.63,0.13,,0.38,0.5,0.5,0.38,,,,8.65,9,34,0.00,-8.65
Brandon McManus,2541556,K,GB,MIN,,,,,,,,,,,0.00,43,35,0.00,0.0
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,,44,36,0.00,
Evan McPherson,2565953,K,CIN,NE,2.68,0.12,,0.37,0.5,0.5,0.31,,,0.06,8.30,12,37,0.00,-8.3
Harrison Mevis,2572932,K,LAR,TB,2.18,0.27,,0.27,0.54,0.54,0.27,,,,7.04,23,38,0.00,-7.04
Jake Moody,2570308,K,WAS,Bye,,,,,,,,,,,,45,39,0.00,
Jason Myers,2553112,K,SEA,@TEN,2.25,0.14,,0.48,0.55,0.55,0.27,,,0.07,8.26,13,40,0.00,-8.26
Riley Patterson,2567013,K,MIA,Bye,,,,,,,,,,,,46,41,0.00,
Eddy Pineiro,2560842,K,SF,CAR,,,,,,,,,,,0.00,47,42,0.00,0.0
Matt Prater,2506677,K,BUF,@HOU,2.83,0.26,,0.26,0.77,0.52,0.26,,,,8.52,11,43,0.00,-8.52
Will Reichard,2572273,K,MIN,@GB,2.14,0.12,,0.35,0.46,0.46,0.35,,,0.06,7.62,18,44,0.00,-7.62
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,48,45,0.00,
Chad Ryland,2570125,K,ARI,JAX,2.13,0.13,,0.38,0.5,0.5,0.31,,,0.06,7.74,16,46,0.00,-7.74
Jason Sanders,2561153,K,MIA,Bye,,,,,,,,,,,,49,47,0.00,
Cairo Santos,2550636,K,CHI,PIT,1.94,0.06,,0.44,0.5,0.56,0.25,,,0.06,7.88,15,48,0.00,-7.88
Ben Sauls,2574499,K,NYG,@DET,,,,,,,,,,,0.00,50,49,0.00,0.0
Spencer Shrader,2573175,K,IND,@KC,,,,,,,,,,,0.00,51,50,0.00,0.0
Joey Slye,2563132,K,TEN,SEA,1.58,0.11,,0.33,0.38,0.38,0.27,,,0.05,6.09,27,51,0.00,-6.09
Charlie Smyth,2572330,K,NO,ATL,,,,,,,,,,,0.00,52,52,0.00,0.0
Andre Szmyt,2570470,K,CLE,@LV,,,,,,,,,,,0.00,53,53,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,54,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,55,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,56,56,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,57,57,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,58,0.00,
