PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Eddy Pineiro,2560842,K,NYJ,@HOU,,,,,,,,,,,0.00,53,0.00,0.0
Matt Prater,2506677,K,ARI,Bye,,,,,,,,,,,,54,0.00,
Aldrick Rosas,2556771,K,DET,CHI,,,,,,,,,,,0.00,55,0.00,0.0
Ryan Santoso,2561269,K,LA,@GB,,,,,,,,,,,0.00,56,0.00,0.0
Austin Seibert,2562729,K,DET,CHI,,,,,,,,,,,,57,0.00,
Joey Slye,2563132,K,WAS,SEA,,1,,1,,,,,,,6.51,58,0.00,-6.51
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,,59,0.00,
Jake Verity,2566731,K,BAL,CLE,,,,,,,,,,,,60,0.00,
Tristan Vizcaino,2562807,K,LAC,@DEN,,,,,,,,,,,0.00,61,0.00,0.0
Brandon Wright,2564247,K,FA,Bye,,,,,,,,,,,,62,0.00,
Greg Joseph,2561534,K,MIN,@SF,2,1,,,,,,,,,6.98,63,-1.00,-7.98
Randy Bullock,2533444,K,TEN,@NE,1,1,,,,,,,,,7.42,64,-2.00,-9.42
